cle_obs,nom,definition,valeur,unite,thematique,type
1192202,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180447,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096449,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179199,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180870,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191408,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189363,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179959,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179008,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097234,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179527,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196759,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180105,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097388,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177561,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186918,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187932,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178093,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187658,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094022,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198061,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181056,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180149,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094069,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190899,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183531,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192211,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094390,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185025,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178981,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095644,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094994,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178280,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183753,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096156,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186914,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198474,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177893,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182827,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187028,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195428,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182592,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096025,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191387,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181501,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190169,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191452,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192570,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183746,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191246,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178068,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196470,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195694,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187985,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190238,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187705,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180682,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191505,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183687,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181280,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178965,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180157,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094218,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189346,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097281,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188853,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192586,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178116,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184963,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183672,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180276,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197065,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179958,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190099,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093741,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187001,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095847,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094753,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185631,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185703,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177732,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180107,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177519,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184581,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181721,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184454,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195430,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186780,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178223,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188691,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196641,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198040,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192880,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093732,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190512,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189798,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177925,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183121,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180748,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189854,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187846,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183315,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185504,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183579,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197273,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190927,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191002,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185782,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188242,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189622,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180448,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183924,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093994,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189254,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094826,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095591,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190916,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192026,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096749,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196075,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096734,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192574,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193100,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183939,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191425,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196907,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196336,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181945,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190345,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187853,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097037,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189747,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183721,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177363,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177447,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191095,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179600,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187026,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180176,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095002,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189647,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187445,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189147,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097227,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093636,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093842,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191188,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189283,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186357,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196668,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183634,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197223,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185222,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195342,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177783,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178453,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188660,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184616,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192350,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192162,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196754,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197243,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095930,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096023,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1193040,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093892,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180882,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192992,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185031,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189920,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096755,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190376,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197352,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185093,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188677,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197476,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185967,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177731,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095690,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096850,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184848,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179955,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190477,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094345,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197769,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190740,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189169,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196379,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183344,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095873,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177332,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094167,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189981,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198479,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096653,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093691,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095531,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180661,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186928,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096808,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095885,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196524,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196707,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197512,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187512,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096646,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183776,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093563,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189995,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197343,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183044,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190641,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180860,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195739,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182923,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179488,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183111,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095107,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095406,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197306,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095699,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186694,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180486,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191491,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184805,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095629,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095357,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094696,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177560,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185685,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182466,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190305,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1182915,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096664,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197811,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1095633,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180346,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179379,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190657,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180053,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191937,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1185091,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184832,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197982,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196637,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190902,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187019,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197267,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1188554,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1096787,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1183759,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179327,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178220,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180134,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197460,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189198,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179452,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196229,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1178472,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186309,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196894,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190105,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1196398,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181265,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1187988,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191700,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1189338,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1184853,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097404,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1197824,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1094293,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1192779,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1191939,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1195588,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180329,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181149,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1093688,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1097056,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1180325,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186269,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1179759,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1181511,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1186846,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1190979,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1177567,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
1198236,altitude_mnt,"Altitude déduite du MNT à 10m",0.00,m,Altitude,QTA
